Events CW1&2,Events CW1&2&3,Temperature[C],Pressure[Pa],Date[MM/DD/YYYY],RTC[H:M:S EST],Timer[S],Latitude,Longitude,Altitude[m],Sats,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Mag x,Mag y,Mag z,Battery[]
42683,34568,6.58,42304.73,5/31/2026,0:23:10.240,8235.012695,39.92120,-77.69382,7232.80,14,-3.76032,7.18565,4.46501,-0.84666,4.28217,0.97738,-91.55218,47.89535,-133.44051,56
42683,34569,6.58,42304.73,5/31/2026,0:23:10.240,8235.033203,39.92120,-77.69382,7232.80,14,-3.76032,7.18565,4.46501,-0.84666,4.28217,0.97738,-91.55218,47.89535,-133.44051,56
42684,34569,6.57,42367.74,5/31/2026,0:23:11.421,8236.155273,39.92092,-77.69379,7229.10,14,-4.92563,7.04806,3.30688,-0.63652,5.67982,1.58336,-84.97515,22.47881,-113.13943,56
42684,34570,6.57,42367.74,5/31/2026,0:23:11.421,8236.175781,39.92092,-77.69379,7229.10,14,-4.92563,7.04806,3.30688,-0.63652,5.67982,1.58336,-84.97515,22.47881,-113.13943,56
42685,34570,6.57,42384.96,5/31/2026,0:23:11.131,8236.353515,39.92092,-77.69379,7229.10,14,-1.15095,9.50549,4.81436,0.02321,4.60470,1.84970,-60.28939,28.04735,-118.59105,56
42686,34570,6.57,42383.62,5/31/2026,0:23:11.193,8236.415039,39.92092,-77.69379,7229.10,14,-2.10927,8.25165,5.20678,-0.02321,4.71954,0.41905,-57.83397,26.98042,-112.49634,56
42687,34570,6.57,42397.52,5/31/2026,0:23:11.337,8236.559570,39.92092,-77.69379,7229.10,14,-5.88156,9.13699,4.43749,-0.95906,4.49963,2.44957,-47.69073,24.26191,-94.48991,56
42687,34571,6.57,42397.52,5/31/2026,0:23:11.337,8236.580078,39.92092,-77.69379,7229.10,14,-5.88156,9.13699,4.43749,-0.95906,4.49963,2.44957,-47.69073,24.26191,-94.48991,56
42688,34571,6.57,42404.07,5/31/2026,0:23:11.647,8236.869140,39.92092,-77.69379,7229.10,14,-2.15234,9.96730,5.37189,-2.16124,3.90099,1.14110,-65.08331,15.84332,-90.06139,56
42689,34571,6.57,42422.55,5/31/2026,0:23:11.695,8236.916992,39.92092,-77.69379,7229.10,14,-3.45165,8.68595,5.64347,-1.13010,4.21253,0.27000,-65.62408,15.60947,-90.26600,56
42689,34572,6.57,42422.55,5/31/2026,0:23:11.695,8236.937500,39.92092,-77.69379,7229.10,14,-3.45165,8.68595,5.64347,-1.13010,4.21253,0.27000,-65.62408,15.60947,-90.26600,56
42690,34572,6.56,42425.29,5/31/2026,0:23:12.122,8237.158203,39.92077,-77.69379,7216.10,14,-4.55833,9.39662,1.65583,0.54489,4.18443,1.60658,-65.94563,15.15639,-90.00291,56
42691,34572,6.56,42449.37,5/31/2026,0:23:12.022,8237.528320,39.92077,-77.69379,7216.10,14,-3.98285,12.61855,6.75374,-0.46304,3.98040,-1.07390,-61.00555,21.20725,-105.37855,56
42691,34573,6.56,42449.37,5/31/2026,0:23:12.022,8237.548828,39.92077,-77.69379,7216.10,14,-3.98285,12.61855,6.75374,-0.46304,3.98040,-1.07390,-61.00555,21.20725,-105.37855,56
42692,34573,6.56,42463.24,5/31/2026,0:23:12.200,8237.706054,39.92077,-77.69379,7216.10,14,-3.40499,11.86840,2.38804,-0.67195,4.11968,0.27611,-49.89769,22.21572,-87.85442,56
42693,34573,6.55,42479.75,5/31/2026,0:23:12.439,8237.945312,39.92077,-77.69379,7216.10,14,-2.02433,11.90070,3.11785,-0.25901,2.29930,0.14294,-54.69161,19.04414,-79.20198,56
42694,34573,6.55,42492.03,5/31/2026,0:23:13.067,8238.130859,39.92048,-77.69382,7200.00,14,-4.13001,9.54258,3.56411,0.17471,2.25287,-0.73304,-59.77784,18.62029,-71.47033,56
42694,34574,6.55,42492.03,5/31/2026,0:23:13.067,8238.154296,39.92048,-77.69382,7200.00,14,-4.13001,9.54258,3.56411,0.17471,2.25287,-0.73304,-59.77784,18.62029,-71.47033,56
42695,34574,6.55,42499.54,5/31/2026,0:23:13.136,8238.200195,39.92048,-77.69382,7200.00,14,-4.66720,9.60838,3.60718,0.83078,2.39215,-0.24801,-61.22479,20.12569,-65.68255,56
42696,34574,6.55,42515.41,5/31/2026,0:23:13.444,8238.508789,39.92048,-77.69382,7200.00,14,-0.26201,8.90968,2.02194,-0.29199,1.72631,0.73182,-81.27740,23.73575,-56.13855,56
42696,34575,6.55,42515.41,5/31/2026,0:23:13.444,8238.530273,39.92048,-77.69382,7200.00,14,-0.26201,8.90968,2.02194,-0.29199,1.72631,0.73182,-81.27740,23.73575,-56.13855,56
42697,34575,6.55,42521.16,5/31/2026,0:23:13.494,8238.558593,39.92048,-77.69382,7200.00,14,-0.18425,11.00938,2.87378,-0.63408,1.47829,0.24557,-84.59515,23.48728,-59.45630,56
42698,34575,6.54,42548.06,5/31/2026,0:23:13.421,8239.078125,39.92048,-77.69382,7200.00,14,-4.45185,11.31207,2.44666,-0.09774,0.62308,-0.75992,-80.97047,19.90646,-62.77404,56
42698,34576,6.54,42548.06,5/31/2026,0:23:13.421,8239.099609,39.92048,-77.69382,7200.00,14,-4.45185,11.31207,2.44666,-0.09774,0.62308,-0.75992,-80.97047,19.90646,-62.77404,56
42699,34576,6.54,42592.61,5/31/2026,0:23:14.113,8239.722656,39.92024,-77.69382,7194.90,14,-4.07498,10.79402,2.06740,0.45082,-0.90408,0.46914,-66.58871,19.71646,-66.74948,56
42699,34577,6.54,42592.61,5/31/2026,0:23:14.113,8239.743164,39.92024,-77.69382,7194.90,14,-4.07498,10.79402,2.06740,0.45082,-0.90408,0.46914,-66.58871,19.71646,-66.74948,56
42700,34577,6.53,42601.76,5/31/2026,0:23:14.318,8239.927734,39.92024,-77.69382,7194.90,14,-4.09053,9.46361,2.35813,-0.73548,-0.28222,0.64263,-63.53405,22.49342,-61.64864,56
42700,34578,6.53,42601.76,5/31/2026,0:23:14.318,8239.948242,39.92024,-77.69382,7194.90,14,-4.09053,9.46361,2.35813,-0.73548,-0.28222,0.64263,-63.53405,22.49342,-61.64864,56
42701,34578,6.53,42639.55,5/31/2026,0:23:15.362,8240.530273,39.92000,-77.69382,7185.30,14,-3.54018,8.90369,2.73619,0.80512,0.02932,-0.59010,-64.84946,17.72873,-71.20725,56
42701,34579,6.53,42639.55,5/31/2026,0:23:15.362,8240.551757,39.92000,-77.69382,7185.30,14,-3.54018,8.90369,2.73619,0.80512,0.02932,-0.59010,-64.84946,17.72873,-71.20725,56
42702,34579,6.53,42643.15,5/31/2026,0:23:15.040,8240.697265,39.92000,-77.69382,7185.30,14,-3.13340,10.44348,2.31745,-0.10751,0.39951,-0.36774,-62.45250,17.56796,-74.40807,56
42702,34580,6.53,42643.15,5/31/2026,0:23:15.040,8240.717773,39.92000,-77.69382,7185.30,14,-3.13340,10.44348,2.31745,-0.10751,0.39951,-0.36774,-62.45250,17.56796,-74.40807,56
42703,34580,6.53,42655.24,5/31/2026,0:23:15.176,8240.833007,39.92000,-77.69382,7185.30,14,-1.94536,8.72662,0.86501,-0.29566,-0.11973,1.36956,-66.91026,17.33411,-70.54955,56
42703,34581,6.53,42655.24,5/31/2026,0:23:15.176,8240.853515,39.92000,-77.69382,7185.30,14,-1.94536,8.72662,0.86501,-0.29566,-0.11973,1.36956,-66.91026,17.33411,-70.54955,56
42704,34581,6.53,42680.14,5/31/2026,0:23:15.538,8241.195312,39.92000,-77.69382,7185.30,14,-1.73360,9.93141,2.37009,0.23213,0.19792,-1.40499,-69.01491,15.14177,-74.72961,56
42705,34581,6.53,42696.87,5/31/2026,0:23:16.233,8241.468750,39.91977,-77.69380,7180.10,14,-3.57009,8.34736,1.89870,0.98227,0.35675,0.03299,-64.58638,16.63256,-73.32651,56
42705,34582,6.53,42696.87,5/31/2026,0:23:16.233,8241.489257,39.91977,-77.69380,7180.10,14,-3.57009,8.34736,1.89870,0.98227,0.35675,0.03299,-64.58638,16.63256,-73.32651,56
42706,34582,6.53,42704.59,5/31/2026,0:23:16.354,8241.588867,39.91977,-77.69380,7180.10,14,-3.64905,8.14038,1.92383,-1.41721,0.17593,0.68050,-67.75797,15.68255,-77.76965,56
42706,34583,6.53,42704.59,5/31/2026,0:23:16.354,8241.610351,39.91977,-77.69380,7180.10,14,-3.64905,8.14038,1.92383,-1.41721,0.17593,0.68050,-67.75797,15.68255,-77.76965,56
42707,34583,6.53,42723.71,5/31/2026,0:23:16.040,8241.817382,39.91977,-77.69380,7180.10,14,-0.90329,10.56670,2.48255,-1.87047,0.19792,-0.38973,-66.69102,15.30254,-85.06284,56
42707,34584,6.53,42723.71,5/31/2026,0:23:16.040,8241.837890,39.91977,-77.69380,7180.10,14,-0.90329,10.56670,2.48255,-1.87047,0.19792,-0.38973,-66.69102,15.30254,-85.06284,56
42708,34584,6.53,42753.08,5/31/2026,0:23:16.406,8242.183593,39.91977,-77.69380,7180.10,14,-5.16730,8.29472,2.38445,-0.02321,1.06046,-0.98838,-53.85852,19.95031,-91.52294,56
42708,34585,6.53,42753.08,5/31/2026,0:23:16.406,8242.204101,39.91977,-77.69380,7180.10,14,-5.16730,8.29472,2.38445,-0.02321,1.06046,-0.98838,-53.85852,19.95031,-91.52294,56
42709,34585,6.53,42769.92,5/31/2026,0:23:17.236,8242.563476,39.91951,-77.69377,7173.10,14,-2.91805,9.99362,3.39422,-0.00489,1.58336,1.25594,-66.58871,14.95177,-84.46360,56
42709,34586,6.53,42769.92,5/31/2026,0:23:17.236,8242.584960,39.91951,-77.69377,7173.10,14,-2.91805,9.99362,3.39422,-0.00489,1.58336,1.25594,-66.58871,14.95177,-84.46360,56
42710,34586,6.52,42807.87,5/31/2026,0:23:17.251,8243.071289,39.91951,-77.69377,7173.10,14,-2.09252,10.40998,0.87577,0.20281,0.83566,1.07390,-93.20374,17.31950,-95.35223,56
42710,34587,6.52,42807.87,5/31/2026,0:23:17.251,8243.091796,39.91951,-77.69377,7173.10,14,-2.09252,10.40998,0.87577,0.20281,0.83566,1.07390,-93.20374,17.31950,-95.35223,56
42711,34587,6.53,42812.81,5/31/2026,0:23:17.366,8243.186523,39.91951,-77.69377,7173.10,14,-1.79940,8.96950,0.63410,-1.80450,0.40928,-1.29992,-94.94299,18.91260,-99.70769,56
42712,34587,6.52,42815.04,5/31/2026,0:23:17.414,8243.234375,39.91951,-77.69377,7173.10,14,-2.41555,11.45923,1.82572,-2.47523,0.20281,-1.99631,-90.49985,19.68723,-105.30546,56
42712,34588,6.52,42815.04,5/31/2026,0:23:17.414,8243.254882,39.91951,-77.69377,7173.10,14,-2.41555,11.45923,1.82572,-2.47523,0.20281,-1.99631,-90.49985,19.68723,-105.30546,56
42713,34588,6.52,42848.27,5/31/2026,0:23:18.260,8243.667968,39.91927,-77.69376,7163.80,14,-3.28654,7.51466,4.07857,-0.68783,0.53634,-0.98960,-94.44606,33.10435,-123.22420,56
42714,34588,6.51,42859.21,5/31/2026,0:23:18.463,8243.871093,39.91927,-77.69376,7163.80,14,2.06142,7.56012,2.18225,0.25656,0.26389,0.46181,-83.89360,28.52967,-122.18649,56
42715,34588,6.51,42869.51,5/31/2026,0:23:18.208,8244.109375,39.91927,-77.69376,7163.80,14,-5.23550,6.66999,-1.33639,0.33720,-1.34879,0.21136,-80.51739,27.27272,-118.91259,56
42715,34589,6.51,42869.51,5/31/2026,0:23:18.208,8244.130859,39.91927,-77.69376,7163.80,14,-5.23550,6.66999,-1.33639,0.33720,-1.34879,0.21136,-80.51739,27.27272,-118.91259,56
42716,34589,6.50,42919.74,5/31/2026,0:23:19.426,8244.844726,39.91902,-77.69375,7152.40,14,-0.14357,10.39323,-0.27159,-0.07208,1.38911,2.91627,-63.88482,17.42181,-99.54691,56
42716,34590,6.50,42919.74,5/31/2026,0:23:19.426,8244.866210,39.91902,-77.69375,7152.40,14,-0.14357,10.39323,-0.27159,-0.07208,1.38911,2.91627,-63.88482,17.42181,-99.54691,56
42717,34590,6.50,42963.29,5/31/2026,0:23:20.119,8245.490234,39.91878,-77.69373,7139.70,14,-4.64208,7.12583,2.56391,-1.93400,1.57848,1.31947,-67.50950,25.16808,-115.59485,56
42717,34591,6.50,42963.29,5/31/2026,0:23:20.119,8245.510742,39.91878,-77.69373,7139.70,14,-4.64208,7.12583,2.56391,-1.93400,1.57848,1.31947,-67.50950,25.16808,-115.59485,56
42718,34591,6.50,42974.78,5/31/2026,0:23:20.242,8245.613281,39.91878,-77.69373,7139.70,14,1.44646,11.34198,3.94218,0.19914,1.46974,1.79839,-71.44109,32.82666,-124.17421,56
42718,34592,6.50,42974.78,5/31/2026,0:23:20.242,8245.633789,39.91878,-77.69373,7139.70,14,1.44646,11.34198,3.94218,0.19914,1.46974,1.79839,-71.44109,32.82666,-124.17421,56
42719,34592,6.50,42994.90,5/31/2026,0:23:20.499,8245.870117,39.91878,-77.69373,7139.70,14,0.31107,9.32962,4.08335,1.62001,0.15149,1.87047,-60.53785,30.69278,-118.40105,56
42719,34593,6.50,42994.90,5/31/2026,0:23:20.499,8245.891601,39.91878,-77.69373,7139.70,14,0.31107,9.32962,4.08335,1.62001,0.15149,1.87047,-60.53785,30.69278,-118.40105,56
42720,34593,6.50,43037.02,5/31/2026,0:23:21.201,8246.623046,39.91851,-77.69376,7123.00,14,-1.60080,9.70290,2.86182,0.69516,-0.96028,0.91630,-52.90850,26.46887,-108.69628,56
42721,34593,6.50,43039.29,5/31/2026,0:23:21.260,8246.682617,39.91851,-77.69376,7123.00,14,-0.50130,7.32084,1.92263,-0.17471,-1.28282,0.25290,-56.54779,25.66501,-110.08477,56
42722,34593,6.50,43056.84,5/31/2026,0:23:21.469,8246.891601,39.91851,-77.69376,7123.00,14,-3.99601,7.74317,1.57807,0.89553,-2.08549,1.50762,-54.16545,27.75504,-112.61327,56
42722,34594,6.50,43056.84,5/31/2026,0:23:21.469,8246.912109,39.91851,-77.69376,7123.00,14,-3.99601,7.74317,1.57807,0.89553,-2.08549,1.50762,-54.16545,27.75504,-112.61327,56
42723,34594,6.49,43066.24,5/31/2026,0:23:21.697,8247.119140,39.91851,-77.69376,7123.00,14,-2.85344,6.96311,1.64507,0.15027,-2.02929,1.55893,-66.54487,25.06577,-116.29640,56
42723,34595,6.49,43066.24,5/31/2026,0:23:21.697,8247.140625,39.91851,-77.69376,7123.00,14,-2.85344,6.96311,1.64507,0.15027,-2.02929,1.55893,-66.54487,25.06577,-116.29640,56
42724,34595,6.49,43119.42,5/31/2026,0:23:22.312,8247.965820,39.91827,-77.69376,7121.20,14,-3.62752,9.31167,2.21815,-0.08674,-4.39456,-2.46667,-98.78690,22.37650,-68.28413,56
42724,34596,6.49,43119.42,5/31/2026,0:23:22.312,8247.986328,39.91827,-77.69376,7121.20,14,-3.62752,9.31167,2.21815,-0.08674,-4.39456,-2.46667,-98.78690,22.37650,-68.28413,56
42725,34596,6.49,43119.42,5/31/2026,0:23:22.363,8248.016601,39.91827,-77.69376,7121.20,14,-5.26660,10.52005,3.40140,-0.71349,-4.93457,-1.15087,-91.31833,20.22800,-68.51797,56
42726,34596,6.49,43135.80,5/31/2026,0:23:22.081,8248.249023,39.91827,-77.69376,7121.20,14,-2.91924,9.30569,4.93400,0.97983,-3.74705,-0.66218,-61.61941,24.11576,-61.06402,56
42726,34597,6.49,43135.80,5/31/2026,0:23:22.081,8248.269531,39.91827,-77.69376,7121.20,14,-2.91924,9.30569,4.93400,0.97983,-3.74705,-0.66218,-61.61941,24.11576,-61.06402,56
42727,34597,6.49,43139.87,5/31/2026,0:23:22.152,8248.320312,39.91827,-77.69376,7121.20,14,-1.73719,9.24347,3.64786,2.28219,-3.38908,0.16127,-56.02163,26.10348,-61.07863,56
42727,34598,6.49,43139.87,5/31/2026,0:23:22.152,8248.340820,39.91827,-77.69376,7121.20,14,-1.73719,9.24347,3.64786,2.28219,-3.38908,0.16127,-56.02163,26.10348,-61.07863,56
42728,34598,6.48,43173.26,5/31/2026,0:23:23.055,8248.773437,39.91808,-77.69372,7114.90,14,-6.16511,10.74018,3.82253,0.31154,-3.38542,1.21684,-53.77083,33.32359,-117.97719,56
42729,34598,6.48,43199.26,5/31/2026,0:23:23.474,8249.192382,39.91808,-77.69372,7114.90,14,-3.94218,5.91506,2.23968,1.05069,-5.09462,-0.72571,-73.73575,16.23794,-100.16077,56
42730,34598,6.48,43208.93,5/31/2026,0:23:23.105,8249.328125,39.91808,-77.69372,7114.90,14,-3.98644,12.48695,8.26960,3.51248,-3.97795,0.16493,-75.76731,13.94329,-89.31599,56
42730,34599,6.48,43208.93,5/31/2026,0:23:23.105,8249.348632,39.91808,-77.69372,7114.90,14,-3.98644,12.48695,8.26960,3.51248,-3.97795,0.16493,-75.76731,13.94329,-89.31599,56
42731,34599,6.48,43221.21,5/31/2026,0:23:23.445,8249.667968,39.91808,-77.69372,7114.90,14,-10.44108,8.56152,4.03908,-0.78924,-3.69818,-3.05799,-41.06986,31.70126,-89.46214,56
42732,34599,6.48,43264.13,5/31/2026,0:23:24.345,8250.102539,39.91782,-77.69375,7102.40,14,1.58883,1.99561,-1.44407,2.71713,-0.29444,-1.07512,-50.30693,22.20111,-79.77200,56
42732,34600,6.48,43264.13,5/31/2026,0:23:24.345,8250.123046,39.91782,-77.69375,7102.40,14,1.58883,1.99561,-1.44407,2.71713,-0.29444,-1.07512,-50.30693,22.20111,-79.77200,56
42733,34600,6.48,43265.48,5/31/2026,0:23:24.445,8250.202148,39.91782,-77.69375,7102.40,14,-3.35952,13.74557,1.55055,-0.14539,-1.43553,-0.42150,-45.98071,25.10962,-84.03976,56
42734,34600,6.48,43354.72,5/31/2026,0:23:26.055,8251.708984,39.91732,-77.69376,7083.50,14,-5.23310,7.71087,-3.29731,2.45323,-1.41965,-1.21684,-51.27156,22.82958,-97.17918,56
42734,34601,6.48,43354.72,5/31/2026,0:23:26.055,8251.729492,39.91732,-77.69376,7083.50,14,-5.23310,7.71087,-3.29731,2.45323,-1.41965,-1.21684,-51.27156,22.82958,-97.17918,56
42735,34601,6.48,43359.00,5/31/2026,0:23:26.175,8251.829101,39.91732,-77.69376,7083.50,14,-6.58744,7.79941,6.89253,-4.98588,-1.24006,0.92729,-49.54692,30.47355,-110.40632,56
42736,34601,6.48,43365.39,5/31/2026,0:23:26.284,8251.938476,39.91732,-77.69376,7083.50,14,-4.67916,10.88136,8.05783,2.61206,1.56992,3.11419,-58.17012,25.51885,-110.97632,56
42736,34602,6.48,43365.39,5/31/2026,0:23:26.284,8251.958984,39.91732,-77.69376,7083.50,14,-4.67916,10.88136,8.05783,2.61206,1.56992,3.11419,-58.17012,25.51885,-110.97632,56
42737,34602,6.48,43388.27,5/31/2026,0:23:26.510,8252.164062,39.91732,-77.69376,7083.50,14,0.73579,13.35315,5.68894,2.01097,2.28219,2.86618,-62.80328,28.14966,-116.73487,56
42737,34603,6.48,43388.27,5/31/2026,0:23:26.510,8252.184570,39.91732,-77.69376,7083.50,14,0.73579,13.35315,5.68894,2.01097,2.28219,2.86618,-62.80328,28.14966,-116.73487,56
42738,34603,6.48,43404.82,5/31/2026,0:23:26.266,8252.529296,39.91732,-77.69376,7083.50,14,-4.15633,1.79342,-0.41874,-2.84785,0.43494,-3.09464,-40.79216,31.17509,-85.15054,56
42739,34603,6.47,43426.91,5/31/2026,0:23:27.004,8252.757812,39.91708,-77.69380,7074.30,14,-5.59681,2.77209,0.37567,-2.66093,1.84848,-1.54915,-40.85063,31.64280,-88.89214,56
42739,34604,6.47,43426.91,5/31/2026,0:23:27.004,8252.778320,39.91708,-77.69380,7074.30,14,-5.59681,2.77209,0.37567,-2.66093,1.84848,-1.54915,-40.85063,31.64280,-88.89214,56
42740,34604,6.47,43455.38,5/31/2026,0:23:27.458,8253.210937,39.91708,-77.69380,7074.30,14,-2.60459,5.69851,4.98545,0.60476,3.29989,3.94741,-88.93598,17.75797,-70.37415,56
42741,34604,6.47,43470.46,5/31/2026,0:23:27.207,8253.474609,39.91708,-77.69380,7074.30,14,1.52184,12.45943,4.23410,0.77213,2.70125,-0.74037,-112.84711,28.52967,-97.38380,56
42741,34605,6.47,43470.46,5/31/2026,0:23:27.207,8253.495117,39.91708,-77.69380,7074.30,14,1.52184,12.45943,4.23410,0.77213,2.70125,-0.74037,-112.84711,28.52967,-97.38380,56
42742,34605,6.47,43475.70,5/31/2026,0:23:27.300,8253.567382,39.91708,-77.69380,7074.30,14,-2.48136,11.43410,2.19661,-1.79106,1.91079,-1.72875,-100.51154,22.06957,-104.20929,56
42743,34605,6.47,43479.79,5/31/2026,0:23:27.408,8253.675781,39.91708,-77.69380,7074.30,14,-1.02413,7.95614,2.75653,0.04765,0.86987,3.36587,-104.12160,31.67202,-115.87255,56
42743,34606,6.47,43479.79,5/31/2026,0:23:27.408,8253.696289,39.91708,-77.69380,7074.30,14,-1.02413,7.95614,2.75653,0.04765,0.86987,3.36587,-104.12160,31.67202,-115.87255,56
42744,34606,6.46,43502.09,5/31/2026,0:23:28.236,8254.089843,39.91681,-77.69385,7062.00,14,-5.31087,11.19482,2.83669,-2.41903,1.53572,-1.62979,-70.30108,39.69599,-130.12277,56
42744,34607,6.46,43502.09,5/31/2026,0:23:28.236,8254.112304,39.91681,-77.69385,7062.00,14,-5.31087,11.19482,2.83669,-2.41903,1.53572,-1.62979,-70.30108,39.69599,-130.12277,56
42745,34607,6.46,43537.48,5/31/2026,0:23:28.196,8254.539062,39.91681,-77.69385,7062.00,14,-2.95394,6.90090,2.47657,3.41840,3.92298,0.36041,-44.27068,29.08506,-97.60303,56
42746,34607,6.46,43549.57,5/31/2026,0:23:28.440,8254.783203,39.91681,-77.69385,7062.00,14,0.17707,8.75294,0.76092,1.09711,2.11604,0.03787,-58.68167,17.96258,-81.80357,56
42746,34608,6.46,43549.57,5/31/2026,0:23:28.440,8254.804687,39.91681,-77.69385,7062.00,14,0.17707,8.75294,0.76092,1.09711,2.11604,0.03787,-58.68167,17.96258,-81.80357,56
42747,34608,6.46,43553.18,5/31/2026,0:23:28.513,8254.856445,39.91681,-77.69385,7062.00,14,-0.63769,8.26840,1.51705,-2.57419,1.07757,0.91874,-60.93248,17.10026,-82.94358,56
42747,34609,6.46,43553.18,5/31/2026,0:23:28.513,8254.877929,39.91681,-77.69385,7062.00,14,-0.63769,8.26840,1.51705,-2.57419,1.07757,0.91874,-60.93248,17.10026,-82.94358,56
42748,34609,6.46,43566.12,5/31/2026,0:23:29.122,8255.049804,39.91657,-77.69385,7056.30,14,-4.93879,6.08734,0.05982,-0.41539,1.71653,-0.93585,-61.94095,16.17948,-83.46974,56
42748,34610,6.46,43566.12,5/31/2026,0:23:29.122,8255.070312,39.91657,-77.69385,7056.30,14,-4.93879,6.08734,0.05982,-0.41539,1.71653,-0.93585,-61.94095,16.17948,-83.46974,56
42749,34610,6.45,43611.14,5/31/2026,0:23:29.122,8255.540039,39.91657,-77.69385,7056.30,14,-1.82333,9.38345,4.58704,-1.42332,0.06842,-2.38726,-71.22186,20.03800,-110.61092,56
42749,34611,6.45,43611.14,5/31/2026,0:23:29.122,8255.560546,39.91657,-77.69385,7056.30,14,-1.82333,9.38345,4.58704,-1.42332,0.06842,-2.38726,-71.22186,20.03800,-110.61092,56
42750,34611,6.45,43612.29,5/31/2026,0:23:29.203,8255.621093,39.91657,-77.69385,7056.30,14,-2.58305,11.81696,6.07897,-0.60231,0.04520,-0.60109,-66.01871,24.58345,-115.17101,56
42750,34612,6.45,43612.29,5/31/2026,0:23:29.203,8255.642578,39.91657,-77.69385,7056.30,14,-2.58305,11.81696,6.07897,-0.60231,0.04520,-0.60109,-66.01871,24.58345,-115.17101,56
42751,34612,6.44,43635.45,5/31/2026,0:23:29.526,8255.944335,39.91657,-77.69385,7056.30,14,-2.23849,8.69073,0.17827,1.32436,-0.56444,0.74770,-54.94007,22.17188,-100.45308,56
42751,34613,6.44,43635.45,5/31/2026,0:23:29.526,8255.964843,39.91657,-77.69385,7056.30,14,-2.23849,8.69073,0.17827,1.32436,-0.56444,0.74770,-54.94007,22.17188,-100.45308,56
42752,34613,6.44,43638.23,5/31/2026,0:23:30.000,8256.012695,39.91633,-77.69388,7048.50,14,-2.50409,9.29372,1.23948,0.03543,-0.74403,-1.81183,-53.71236,21.82110,-99.69307,56
42752,34614,6.44,43638.23,5/31/2026,0:23:30.000,8256.033203,39.91633,-77.69388,7048.50,14,-2.50409,9.29372,1.23948,0.03543,-0.74403,-1.81183,-53.71236,21.82110,-99.69307,56
42753,34614,6.44,43644.95,5/31/2026,0:23:30.200,8256.212890,39.91633,-77.69388,7048.50,14,-2.59143,8.79362,2.05663,-0.82100,-2.02807,0.12950,-52.89389,26.96580,-108.53551,56
42754,34614,6.44,43661.96,5/31/2026,0:23:30.393,8256.406250,39.91633,-77.69388,7048.50,14,-0.21894,9.32962,4.07258,2.31029,-1.72997,-0.10751,-58.81321,28.83660,-115.98947,56
42754,34615,6.44,43661.96,5/31/2026,0:23:30.393,8256.426757,39.91633,-77.69388,7048.50,14,-0.21894,9.32962,4.07258,2.31029,-1.72997,-0.10751,-58.81321,28.83660,-115.98947,56
42755,34615,6.44,43685.68,5/31/2026,0:23:30.310,8256.892578,39.91633,-77.69388,7048.50,14,-5.57049,9.92304,2.89890,0.98838,-1.87169,0.75259,-65.06870,32.34434,-122.01110,57
42755,34616,6.44,43685.68,5/31/2026,0:23:30.310,8256.914062,39.91633,-77.69388,7048.50,14,-5.57049,9.92304,2.89890,0.98838,-1.87169,0.75259,-65.06870,32.34434,-122.01110,57
42756,34616,6.43,43712.57,5/31/2026,0:23:31.143,8257.410156,39.91609,-77.69389,7039.30,14,-2.92642,4.56072,-0.71067,0.93340,-2.31029,-0.36041,-74.14498,23.61882,-114.93715,57
42757,34616,6.43,43721.09,5/31/2026,0:23:31.192,8257.458984,39.91609,-77.69389,7039.30,14,-3.76511,4.63011,0.71067,-1.59680,-2.46179,-1.50639,-75.60654,24.72961,-117.40719,57
42758,34616,6.43,43746.38,5/31/2026,0:23:31.472,8257.739257,39.91609,-77.69389,7039.30,14,-2.40838,9.67777,5.02014,-0.89308,-0.63774,0.07941,-91.87372,32.18357,-122.21572,57
42758,34617,6.43,43746.38,5/31/2026,0:23:31.472,8257.759765,39.91609,-77.69389,7039.30,14,-2.40838,9.67777,5.02014,-0.89308,-0.63774,0.07941,-91.87372,32.18357,-122.21572,57
42759,34617,6.44,43750.20,5/31/2026,0:23:31.046,8257.852539,39.91609,-77.69389,7039.30,14,-2.21216,9.02334,4.22572,2.73912,0.23091,1.09223,-95.20608,29.07045,-117.31949,57
42760,34617,6.43,43768.95,5/31/2026,0:23:31.280,8258.085937,39.91609,-77.69389,7039.30,14,-3.52463,10.15275,1.29332,1.10444,0.10140,-0.10996,-91.08447,25.03654,-114.42560,57
42761,34617,6.43,43758.83,5/31/2026,0:23:31.360,8258.166015,39.91609,-77.69389,7039.30,14,-3.70888,8.33420,-0.08136,-0.12339,0.07575,0.28100,-91.91756,24.37884,-112.97866,57
42762,34617,6.43,43759.62,5/31/2026,0:23:31.408,8258.213867,39.91609,-77.69389,7039.30,14,-4.22094,9.49113,0.76331,-0.75869,0.17715,-0.30665,-91.12832,24.77346,-114.46944,57
42762,34618,6.43,43759.62,5/31/2026,0:23:31.408,8258.235351,39.91609,-77.69389,7039.30,14,-4.22094,9.49113,0.76331,-0.75869,0.17715,-0.30665,-91.12832,24.77346,-114.46944,57
42763,34618,6.43,43792.84,5/31/2026,0:23:32.034,8258.430664,39.91585,-77.69392,7025.70,14,-2.42632,9.29372,4.78325,-0.33353,1.12277,0.17593,-90.20754,25.72347,-115.71177,57
